ticker,longName,currency,sector,industry,marketCap,trailingPE,forwardPE,priceToBook,enterpriseToEbitda,dividendYield,freeCashflow,returnOnEquity,returnOnAssets,profitMargins,operatingMargins,debtToEquity,earningsGrowth,revenueGrowth,trailingEps,forwardEps,longBusinessSummary
SCA-B.ST,Svenska Cellulosa Aktiebolaget SCA (publ),SEK,Basic Materials,Paper & Paper Products,85334605824.0,38.328075,18.353476,0.843422,30.944,2.5,1243500032.0,0.02168,0.0051599997,0.097040005,0.03897,15.36,-0.519,-0.014,3.17,6.62,"Svenska Cellulosa Aktiebolaget SCA (publ) operates in the forest business in Sweden, Germany, the United States, the United Kingdom, the rest of Europe, Asia, and internationally. It operates in five segments: Forest, Wood, Pulp, Containerboard, and Renewable Energy. The company offers various sawn wood products; wood solutions for industrial buildings comprising construction timber, outer panels, dimensionally planed timber, laths, base rafters, planks, and shaped timber products; wood solutions for merchants, including joists, battens, untreated and painted outer panels, as well as pressure-impregnated wood products; logistics services consisting of marine and land transportation services, such as forwarding services using RoRo vessels, container express, and road and rail; and wood pellets. It also provides pulp products comprising bleached softwood kraft pulp and chemical thermomechanical pulp; packaging paper/kraftliner products for consumer durables, electronics, hazardous goods, industrial products, fruit and vegetables, and frozen food; refined and unrefined solid biofuels, and liquid biofuels; and green products, such as tall oil, turpentine, district heating, and green electricity. In addition, the company engages in the management and harvesting of forest land, which includes the provision of hunting and fishing privileges; sourcing and transporting of timber; and wind power operations. It exports its products. Svenska Cellulosa Aktiebolaget SCA (publ) was incorporated in 1915 and is headquartered in Sundsvall, Sweden."
ORK.OL,Orkla ASA,NOK,Consumer Defensive,Packaged Foods,86940491776.0,13.759513,13.19344,1.8636485,12.527,4.39,3837750016.0,0.15061,0.051939998,0.09624,0.10468,49.446,-0.728,-0.054,6.57,6.85189,"Orkla ASA operates as an industrial investment company within brands and consumer-oriented businesses worldwide. It offers decorative paints, marine coatings, protective coatings, and powder coatings; frozen pizza, condiments, bread toppings, and ready-to-eat meals; bakery, ice cream, and plant-based products; and confectionery, biscuits, and salty snacks. The company also provides branded consumer health products, such as daily nutrition and oral health, wound care, and functional personal care under the Möller's, Jordan, and Salvequick brand names; spices and spice blends, ready-to-eat sweets, breakfast mixes, and other; and cleaning and personal hygiene products, such as detergents, cleaning equipment, and personal care products. In addition, it operates a franchised pizza business; offers paintbrushes, rollers, and other painting project consumables comprising sanding equipment, tape, protective gear, and cleaning products; and health and sports nutrition products. The company was founded in 1654 and is headquartered in Oslo, Norway."
ABF.L,Associated British Foods plc,GBp,Consumer Defensive,Packaged Foods,12627929088.0,13.582706,11.906644,1.1191995,7.382,3.43,737124992.0,0.08452,0.049239997,0.04892,0.066420004,32.183,-0.118,-0.004,1.33,1.53396,"Associated British Foods plc engages in the food, ingredients, and retail businesses worldwide. It operates through five segments: Retail, Grocery, Ingredients, Sugar, and Agriculture. The Retail segment is involved in buying and merchandising clothing and accessories through the Primark and Penneys retail chains, which offer women's, men's, and kidswear, as well as beauty, homeware, and accessories. The Grocery segment manufactures grocery products, including hot beverages, sugar, vegetable oils, balsamic vinegars, bread and baked goods, cereals, ethnic food and meat products to retail, wholesale, and foodservice businesses. The Ingredients segment manufactures yeast and bakery ingredients, specialty ingredients focused on enzymes, procession extracts, health and nutrition, and pharmaceutical delivery systems. The Sugar segment is involved in growing and processing sugar beet and sugar cane. The Agriculture segment manufactures specialty feed ingredients, premix, and compound animal feed; and other products and services for the agriculture sector. The company was incorporated in 1934 and is headquartered in London, the United Kingdom. Associated British Foods plc operates as a subsidiary of Wittington Investments Limited."
ELI.BR,Elia Group SA/NV,EUR,Utilities,Utilities - Regulated Electric,13282795520.0,20.982758,16.658978,1.6916875,10.795,1.72,-3870874880.0,0.083900005,0.039300002,0.13893,0.43312,175.519,0.1,0.18,5.8,7.30537,"Elia Group SA/NV develops and operates as a transmission system operator in Belgium and Germany. The company provides electricity transmission solutions; generates, imports, and exports electricity; and offers engineering consultancy services. Elia Group SA/NV was founded in 1937 and is headquartered in Brussels, Belgium."
KGF.L,Kingfisher plc,GBp,Consumer Cyclical,Home Improvement Retail,4990624768.0,22.007143,10.939498,0.8489942,7.056,4.13,972374976.0,0.039189998,0.0365,0.01893,0.03945,38.016,,0.018,0.14,0.28164,"Kingfisher plc, together with its subsidiaries, supplies home improvement products and services in the United Kingdom, Ireland, France, Poland, and internationally. The company operates retail stores under the B&Q, Castorama, Brico Dépôt, Screwfix, TradePoint, and Koçtas brand names. It sells its products to consumers and trade professionals through stores and e-commerce channels. Kingfisher plc was incorporated in 1982 and is based in London, the United Kingdom."
LPP.WA,LPP SA,PLN,Consumer Cyclical,Apparel Manufacturing,44757688320.0,27.357107,18.907925,7.3457565,13.32,4.61,1193874944.0,0.27941,0.08798,0.06945,0.12537,135.418,0.421,0.105,880.21,1273.54,"LPP SA designs, manufactures, and distributes apparel for women, men, and children. It offers apparel, accessories, footwear, and supplementary items under the Reserved, Cropp, House, Mohito, and Sinsay brand names. The company sells its products through offline and online stores. LPP SA was incorporated in 1989 and is headquartered in Gdansk, Poland."
ICG.L,ICG plc,GBp,Financial Services,Asset Management,5496080384.0,11.530488,9.859897,1.985302,,4.56,,0.1844,0.04972,0.48941,0.46403,46.983,-0.389,-0.218,1.64,1.91787,"ICG plc is a private equity firm specializing in direct and fund of fund investments. Within direct it specializes in private debt, venture debt, credit and equity investments. It invests in middle market, mature, growth capital, reinvestment, industry consolidations, bridge financing, restructuring of a shareholder base, acquisitions, public to private transactions with or without private equity backing, leveraged and acquisition finance, leveraged credit, partnership equity, management buyouts and management buyins, secondary (direct) and secondary (indirect) investments, traditional, development capital, public quoted company finance, off-balance-sheet finance, refinancing and recapitalizations, and pre-IPO financing. The firm does not invest in property companies, early-stage funds or start-ups. Within fund of fund, it specializes in secondary investments. It also invests in the debt, fixed income and alternate asset markets. The firm's alternative capital solutions invest in mid-market companies, in Europe, the United States and Asia Pacific. It invests in corporate businesses through private debt, senior, junior and sub-ordinate debt, mezzanine, structured loans and equity in Europe, Asia Pacific and North America. The firm prefers to invest in all sectors with a focus on insurance, energy, materials, environmental and facilities services, human resources and employment services, leisure products, consumer staples, healthcare, infrastructure services, media and entertainment, utilities, equity real estate investment trusts, education and childcare. The firm seeks to invest in life sciences in Western Europe and the United States. The firm invests in a diversified portfolio of senior secured loans to established companies in Australia and New Zealand. The firm focuses on European senior direct lending, investing in a diversified portfolio of mid-market and upper mid-market corporate borrowers in Western and Northern Europe. The firm is focused on limited partnership liquidity solutions in North America and Europe. It prefers to invest in commercial real estate assets and commercial property in the United Kingdom. It seeks to invest in companies whose principal place of business is Africa/Middle East, DACH region, European Union, Pan-European, Spain, Nordic, United States, Anguilla, Antigua and Barbuda, Aruba, Bahamas, Barbados, Bermuda, British Virgin Islands, Cayman Islands, Cuba, Dominica, Dominican Republic, Grenada, Guadeloupe, Haiti, Jamaica, Martinique, Montserrat, Netherlands Antilles, Saint Kitts & Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, Turks & Caicos Islands, Belize, Costa Rica, El Salvador, Guatemala, Honduras, Mexico, Nicaragua, Panama, Canada, United Kingdom, France, Italy, Liechtenstein, Monaco, Netherlands, Bulgaria, Romania, North America, South-East Asia and the Asia Pacific, Hong Kong, South Korea, Singapore, Taiwan, China, Japan, Australia, Luxembourg, Belgium and New Zealand. It prefers to invest between $100 and $200 million. The firm prefers to invest in companies with an enterprise value of at least $34.13 million. The firm provides mezzanine financing to firms with an enterprise value between $40.62 million and EUR 1000 million ($1353.94 million). In corporate strategies, it prefers to invest in firms with enterprise value of EUR 100 million ($107.36 million) and EUR 2000 million ($2147.23 million). The firm invests between $50 million and $1000 million in North American Private Debt in companies with EBITDA between $25 million and $250 million. The firm seeks to acquire minority and majority stakes. It generally structures its financing in the form of subordinated loans with equity warrants, as preference shares, preferred equity, mezzanine debt, convertible loans, leveraged loans, senior, junior, and mezzanine loans, and CDOs. The firm provides loans for a maturity period between seven years and ten years with repayments to be made in one payment at final maturity. Its mezzanine investments are usually structured to provide a cash yield between three percent and four percent over the relevant interbank rate, plus an additional return to reflect the risk involved. Alternative Credit strategies are structured in portfolio format, such as CLOs, RMBS, CMBS and correlation tranches. It focuses on structured credit and credit portfolios sourced from banks' balance sheets. The firm's direct lending strategies invest in senior secured and subordinated debt investments in companies across Europe either as the lead arranger or the sole lender. In strategic secondaries, it focuses on restructuring, mainly in North America, the United States and Europe with a focus on leading restructuring and recapitalization transactions for mature private equity funds. In fixed income solutions, the firm invests in leveraged loans and high yield bonds; corporate loans and bonds - segregated loan strategies as well as multi-asset credit funds; multi-asset credit strategies - European loans and European high yield bonds; CLOs in Europe and in the United States; Asset Backed Securities and securitized debt in Europe and in the United States. It is also a manager of third-party mezzanine, CDO, and Institutional Client Funds. It seeks to make balance sheet investments and seeks board attendance rights from its portfolio companies. ICG plc was founded in 1989 and is based in London, United Kingdom, with additional offices across Europe, North America, the Middle East and Asia Pacific."
IDR.MC,"Indra Sistemas, S.A.",EUR,Technology,Information Technology Services,10998090752.0,25.035856,19.230888,5.6832776,14.795,0.48,243773120.0,0.24458,0.042379998,0.06945,0.102390006,72.883,-0.069,0.449,2.51,3.26766,"Indra Sistemas, S.A., together with its subsidiaries, provides technology services for the defense, aerospace, and advanced digital technologies sectors in Spain, Brazil, the rest of America, Italy, the rest of Europe, Asia, the Middle East, and Africa. It operates through the Defense, Air Traffic, Mobility, and Minsait segments. The company engages in the design, development, production, integration, and maintenance of systems, solutions, and services based on the use of information technologies, including computing, electronics, and communications. It also offers radars and radar systems, air defense systems, surveillance, security and unmanned vehicles, and shipboard systems for air and naval platforms; command and control systems, communications systems, and simulators; land military vehicles; unmanned aerial systems; satellite communication systems; air traffic management systems and equipment; air traffic control training services; and ticketing and tolling systems, information and control systems for multiple infrastructures and modes of transport, railway safety and signaling systems, and transport planning and consulting services. In addition, the company provides proprietary product solutions; implementation of third-party solutions; digital business services, including business consulting, cybersecurity, and advanced technologies; traditional information technology (IT) services, such as IT outsourcing, business process outsourcing, IT restructuring management, and user management; and technology solutions for the energy and industry, telecom and media, public administration and healthcare, and financial services. It offers its services to governments and public administrations under the Indra and Minsait brands. The company was formerly known as Experiencias Industriales S.A. and changed its name to Indra Sistemas, S.A. in 1993. Indra Sistemas, S.A. was founded in 1921 and is headquartered in Alcobendas, Spain."
RILBA.CO,Ringkjøbing Landbobank A/S,DKK,Financial Services,Banks - Regional,43433754624.0,19.109406,15.904281,3.7707405,,0.66,,0.20288,0.02693,0.55259997,0.73329,,0.188,0.059,96.34,115.755,"Ringkjøbing Landbobank A/S provides various financial products and services in Denmark. It offers various deposit products; loans, credits, and guarantees; investment products; insurance and pension; and a range of financial services, including asset and investment management, and payment handling services. The company also provides mortgages loans; securities trading; custody accounts; online and mobile banking; payment solutions; and wealth management services. Ringkjøbing Landbobank A/S was founded in 1886 and is headquartered in Ringkøbing, Denmark."
STERV.HE,Stora Enso Oyj,EUR,Consumer Cyclical,Packaging & Containers,8422461440.0,14.833333,14.815432,0.77922076,17.413,2.39,754249984.0,0.05435,0.0057800002,0.06192,0.04045,36.361,,-0.001,0.72,0.72087,"Stora Enso Oyj provides renewable solutions for the packaging, biomaterials, wooden constructions, and paper industries in Finland and internationally. It operates through Packaging Materials, Packaging Solutions, Biomaterials, Wood Products, Forest, and Other segments. The company's Packaging Materials segment offers virgin and recycled fiber replace fossil-based materials, renewable and recyclable packaging materials for food and beverage, and transport packaging. Its Packaging Solutions segment develops and sells fiber-based packaging products and services, including converting carton and corrugated boards for packaging solutions for retail, e-commerce, and industrials. The company's Biomaterials segment provides various pulp for packaging, paper, tissue, specialties, and hygiene products; and tall oil and turpentine from biomass. Its Wood Products segment offers wood-based solutions, including digital tools for design and construction of building projects with wood; applications for windows and doors; and pellets for sustainable heating solutions. The company's Forest segment engages in sustainable forest management, as well as supplies wood. The company's Other segment produces electricity and heat. It serves packaging manufacturers, brand owners, retailers, converters, and construction companies. The company was incorporated in 1996 and is headquartered in Helsinki, Finland."
ACKB.BR,Ackermans & Van Haaren NV,EUR,Industrials,Engineering & Construction,8904285184.0,13.555445,13.607888,1.5095887,8.584,1.68,508260736.0,0.118310004,0.02454,0.11057,0.12380999,26.865,0.241,-0.001,20.11,20.0325,"Ackermans & Van Haaren NV engages in marine engineering and contracting, private banking, real estate, energy and resources, and growth capital businesses worldwide. The Marine Engineering & Contracting segment engages in the marine construction activities, including dredging and civil works on water, as well as offshore activities in the areas of renewable energy, oil and gas, soil and sludge remediation, and aggregate and mineral extraction; real estate development, multitechnics, and construction and renovation activities; and development of port projects and related industrial zones, as well as offshore wind farms. The Private Banking segment offers discretionary asset management services for private clients; and specialized advisory banking services for entrepreneurs and liberal professionals, as well as financing and financial leasing services for cars, equipment, charging stations, and bicycles. The Real Estate segment develops mixed real estate projects, including redevelopment of iconic buildings and new constructions and residential, retail, and office properties. The Energy & Resources segment produces crude palm oil and bananas; offers hybrid palm oil seeds; and manufactures cement. The AvH & Growth Capital segment provides engineering and solutions in production process automation; validation and compliance services; compact biogas installation; specialty chemicals; and logistics services for rail, port and road transport, and intermodal transport, and warehousing. It also offers crop and food protection products and deals and leases commercial vehicles, as well as distributes aftermarket products. The company also develops medical devices and medicines for the treatment of cancer and genetic diseases. Ackermans & Van Haaren NV was founded in 1876 and is based in Antwerp, Belgium."
AED.BR,Aedifica NV/SA,EUR,Real Estate,REIT - Healthcare Facilities,5508999168.0,6.573705,11.940883,0.85858124,28.9,6.06,299276384.0,0.12157,0.025710002,1.32028,0.82464,74.772,-0.127,1.043,10.04,5.52723,"Aedifica NV/SA is a Belgian public regulated real estate company specializing in European healthcare real estate, particularly properties for elderly care. Aedifica has built a real estate portfolio worth approximately 12.4 billion euros in Belgium, Germany, the Netherlands, the United Kingdom, Finland, Ireland, Spain, France, and Italy. Aedifica is listed on Euronext Brussels (2006) and Euronext Amsterdam (2019) and is identified by the following codes: AED; AED:BB (Bloomberg); AOO.BR (Reuters). Since 2020, Aedifica has been a constituent of the BEL 20, the main stock market index of Euronext Brussels. Furthermore, since 2023, Aedifica has been included in the BEL ESG, the index that tracks the best-performing companies based on ESG criteria. Aedifica is also included in the EPRA, Stoxx Europe 600, and GPR indices. Its market capitalization was approximately 6.5 billion euros as of July 1st, 2026. Aedifica NV/SA was established on November 07, 2005 and incorporated in 2005 in Belgium."
KESKOB.HE,Kesko Oyj,EUR,Consumer Defensive,Grocery Stores,8906933248.0,21.29524,17.166986,3.3639238,14.447,4.05,449350016.0,0.16047001,0.043080002,0.0325,0.055069998,149.44,0.103,0.06,1.05,1.3025,"Kesko Oyj engages in the chain operations in Finland, Sweden, Norway, Estonia, Latvia, Lithuania, Denmark, and Poland. The company operates through Grocery Trade, Building and Technical Trade, and Car Trade divisions. The Grocery Trade division is involved in the wholesale and B2B trade of groceries, and retail of home and specialty goods under the K-retailer brand; offer online grocery services; and operates as a foodservice provider and wholesaler, as well as store retail chains under the K-Citymarket, K-Supermarket, K-Market, and Kespro. The Building and Technical Trade division engages in the wholesale, retail, and B2B trade of building and home improvement, and HEPAC and electrical products and services; and operates retail stores chain under the K-Rauta, K-Bygg, Byggmakker, and Davidsen, as well as serves technical trade customers under Onninen brand names. The Car Trade division is involved in the import, market, and retail of Volkswagen, Audi, SEAT, CUPRA, Bentley, and Porsche passenger cars, as well as Volkswagen commercial vehicles under K-Auto brand name; purchase and retail of used cars; operation of leasing business for private and corporate customers; and other services, including repair and maintenance, as well as sale of spare parts and accessories; charging network for electric vehicles under the K- Lataus name; and sports trade comprising Intersport and budget sport chains. Kesko Oyj was founded in 1940 and is headquartered in Helsinki, Finland."
ABVX.PA,ABIVAX Société Anonyme,EUR,Healthcare,Biotechnology,8166955520.0,,-31.568933,17.275747,-27.449,,-114471872.0,-1.5706799,-0.44652,0.0,-41.83705,7.964,,0.352,-4.61,-2.96494,"ABIVAX Société Anonyme, a clinical-stage biotechnology company, develops therapeutics that harness the body's natural regulatory mechanisms to stabilize the immune response in patients with chronic inflammatory diseases. Its lead drug candidate includes obefazimod, which is in Phase 3 clinical development for the treatment of moderately to severely active UC, as well as Phase 2b clinical trials for Crohn's disease. The company was incorporated in 2013 and is headquartered in Paris, France."
JYSK.CO,Jyske Bank A/S,DKK,Financial Services,Banks - Regional,61964726272.0,12.888889,11.566331,1.3407599,,2.27,,0.10293999,0.00694,0.37138999,0.51117,,0.123,0.013,85.5,95.27654,"Jyske Bank A/S provides financial solutions in Denmark and Germany. The company operates through Banking Activities, Mortgage Activities, and Leasing Activities segments. The Banking Activities segment provides advisory services relating to traditional financial solutions for personal, private banking, and corporate customers; and trading and investment services, including trading in interest rate products, currencies, equities, commodities, and derivatives for corporate and institutional customers. The Mortgage Activities segment offers financial solutions for the financing of real property to Danish personal customers, corporate customers, and subsidized rental housing. The Leasing Activities segment provides financial solutions in the form of leasing and financing within car financing, as well as leasing and financing of equipment for the corporate sector. The company also offers pension and insurance products; investment and asset-management products; and payment and advisory services, as well as online and mobile banking services. Jyske Bank A/S was incorporated in 1917 and is based in Silkeborg, Denmark."
SPX.L,Spirax Group plc,GBp,Industrials,Specialty Industrial Machinery,5162021888.0,26.003716,19.434065,4.1266003,15.136,2.5,162750000.0,0.16620001,0.074650005,0.11361,0.17782,86.781,0.557,0.051,2.69,3.59935,"Spirax Group plc provides thermal energy and fluid technology solutions in Europe, the Middle East, Africa, the Asia Pacific, and the Americas. It operates through three segments: Steam Thermal Solutions, Electric Thermal Solutions, and Watson-Marlow Fluid Technology Solutions. The company offers industrial and commercial steam systems, including condensate management, controls, and thermal energy management products and solutions for heating, curing, cooking, drying, cleaning, sterilizing, space heating, humidifying, vacuum packing, and producing hot water; electrical process heating and temperature management solutions, such as industrial heaters and systems, heat tracing, and various component technologies; and designs and manufactures peristaltic and niche pumps and associated fluid path technologies, including tubing, specialised filling systems and products for single use applications. The company serves food and beverage, pharmaceutical and biotechnology, oil and gas, chemical, power generation, healthcare, buildings, water and wastewater, semiconductor, transport, original equipment manufacturers machinery, and mining and precious metal processing industries. The company was formerly known as Spirax-Sarco Engineering plc and changed its name to Spirax Group PLC in June 2024. Spirax Group PLC was founded in 1888 and is headquartered in Cheltenham, the United Kingdom."
BAB.L,Babcock International Group PLC,GBp,Industrials,Engineering & Construction,4921034240.0,24.45122,13.837129,8.078162,15.125,0.73,187362496.0,0.33682,0.04619,0.04079,0.014099999,174.511,-0.639,0.089,0.41,0.7245,"Babcock International Group PLC, together with its subsidiaries, engages in the design, development, manufacture, and integration of specialist systems for aerospace, defense, and security in the United Kingdom, rest of Europe, Africa, North America, Australasia, and internationally. The company operates through four segments: Marine, Nuclear, Land, and Aviation. The company offers type 31 frigates, arrowhead 140, arrowhead 120, ARMOR force, project lurcher, jackal contract, ground deployed advanced mortar system, general logistics vehicle, Babcock's LGE, and armored land cruiser 300. It also provides weapons handling systems, autonomous and uncrewed aerial systems, and engineering and systems integration. In addition, the company is involved in the design, integration, and through-life support of various connected combat, support, and surveillance vehicles; integration of long-range fires, and command, control, communications, computers, intelligence, surveillance, targeting, acquisition and reconnaissance systems; provision of system engineering and general vehicle architecture services; and specialist vehicle conversions. Further, it provides equipment support, frontline support, and training services. Babcock International Group PLC was founded in 1891 and is based in London, the United Kingdom."
SSAB-B.ST,SSAB AB (publ),SEK,Basic Materials,Steel,108446556160.0,19.341637,11.785509,1.5298654,9.506,1.89,-2845625088.0,0.08133,0.04256,0.05726,0.09673,15.324,0.122,0.072,5.62,6.0,"SSAB AB (publ) engages in the production and sale of steel products in Sweden, Finland, Germany, Poland, Denmark, Asia, the Rest of Europe, the United States, and internationally. It operates through five segments: SSAB Special Steels, SSAB Europe, SSAB Americas, Tibnor, and Ruukki Construction. The SSAB Special Steels segment offers quenched and tempered steels, and advanced high-strength steel products. The SSAB Europe segment provides strip, heavy plate, and tubular products. The SSAB Americas segment is involved in the sale of heavy plates. The Tibnor segment distributes a range of steel and non-ferrous metals in the Nordics and Baltics. The Ruukki Construction segment produces and sells building solutions. It also offers fossil free steel products. The company markets its steel products under the Strenx, Hardox, Docol, GreenCoat, Toolox, Armox, Duroxite, Cor-Ten, SSAB AM, SSAB Boron, SSAB Domex, SSAB Form, SSAB Laser, SSAB Weathering, and SSAB Multisteel brands. It serves heavy transport, automotive, material handling, construction machinery, energy, construction, protection, and tooling customers through its sales channels, service centers, and distributors. SSAB AB (publ) was founded in 1878 and is headquartered in Stockholm, Sweden."
SRT3.DE,Sartorius Aktiengesellschaft,EUR,Healthcare,Medical Instruments & Supplies,17097347072.0,87.183105,39.196133,6.316488,23.528,0.31,324687488.0,0.07179,0.03923,0.05475,0.17997,101.366,,0.031,2.84,6.31695,"Sartorius Aktiengesellschaft provides bioprocess solutions, and lab products and services worldwide. The company offers analytical solutions, such as biolayer interferometry systems, high-throughput screening by cytometry systems, process analytical technology and data analytics, cell selection and retrieval, live-cell imaging and analysis systems, and surface plasmon resonance systems; cell culture solutions, including bioreactors and fermenters, cell culture reagents, supplements and matrices, nucleic acid and delivery solutions, cell culture media, and cell lines and buffers; and fluid management products. It also provides lab filtration and purification solutions, lab water purification systems, microtissue technologies, lab weighing, pipettes, tips and dispensers, microbiological testing solutions, lab data and fleet management software, and OEM solutions; and Process chromatography and filtration solutions. The company serves the life science research, biopharmaceutical manufacturing, cell and gene therapy, and applied industries. The company was founded in 1870 and is headquartered in Göttingen, Germany."
ELISA.HE,Elisa Oyj,EUR,Communication Services,Telecom Services,5979794432.0,17.483568,14.781473,4.477038,10.685,6.3,133875000.0,0.28131,0.08492,0.15222,0.21441999,119.001,-0.018,-0.003,2.13,2.51937,"Elisa Oyj provides telecommunications, information and communication technology (ICT), and online services in Finland, rest of Europe, and internationally. It operates through two segments: Consumer Customers and Corporate Customers. The company offers consumers with telecommunications and communications services, including fixed and mobile subscriptions, supplementary digital services, cable TV subscriptions, and entertainment services, as well as IT and communication solutions. It provides sedApta, supply chain management and operational planning software; camLine, an automation, MES, and data analytics software; CalcuQuote, a integrated software for sourcing, quoting, procurement, and supplier collaboration; and TenForce, a platform to strengthen safety culture and operational oversight across complex industrial environments. It also offers Polystar, an intelligent network analytics and optimization software. The company markets its solutions under Elisa IndustrIQ brand. Further, it provides Gridle, an AI-powered energy flexibility optimization service; and Elisa Kotiakku, that smooths out spikes in electricity spot prices and stores electricity generated by solar panels. In addition, the company offers automation solutions for network management and operation for mobile operators, industrial IoT solutions and distributed energy solutions. It serves consumers, corporates, and public administration organizations. Elisa Oyj was founded in 1882 and is headquartered in Helsinki, Finland."
IPN.PA,Ipsen S.A.,EUR,Healthcare,Drug Manufacturers - Specialty & Generic,12914099200.0,25.282713,11.288009,2.7386472,7.924,1.01,1033600000.0,0.114429995,0.10277,0.119449995,0.28488,20.443,0.215,0.187,6.19,13.86427,"Ipsen S.A., a biopharmaceutical company, develops and commercializes medicines in the areas of oncology, rare disease, and neuroscience in North America, Europe, and internationally. It engages in the development of Somatuline for neuroendocrine tumors and acromegaly indications; and Dysport for motor muscular disorders and medical aesthetics indications; and Decapeptyl for advanced metastatic prostate cancer, uterine fibroids, central precocious puberty, endometriosis, female infertility, and early-stage breast cancer in combination with hormone therapy. The company also develops Cabometyx for renal cell carcinoma, second line hepatocellular carcinoma, differentiated thyroid cancer, and neuroendocrine tumors; Onivyde for second-line metastatic pancreatic cancer; and Bylvay for the treatment of progressive familial intrahepatic cholestasis and cholestatic pruritus in patients with both PFIC and Alagille syndrome. In addition, it is involved in the development of Iqirvo for the second line treatment for primary biliary cholangitis; Sohonos for the treatment to reduce new, abnormal bone formation in soft and connective tissues, in people living with ultra-rare bone disease, and fibrodysplasia ossificans progressiva; and IPN60340 in Phase I/II clinical trial for first line acute myeloid leukemia indications. Further, the company develops Tazverik + rituximab and lenalidomide in Phase III clinical trials for second line follicular lymphoma indications; Tovorafenib in Phase III clinical trials for first line pediatric low-grade gliomas indications; and IPN01194, IPN01195, IPN60300, and IPN01203 in Phase I for solid tumors indications; and IPN10200 in Phase II clinical trials for aesthetic and therapeutic indications. Ipsen S.A. was founded in 1929 and is headquartered in Paris, France."
RNO.PA,Renault SA,EUR,Consumer Cyclical,Auto Manufacturers,8183480320.0,8.648318,4.201793,0.39889413,9.823,7.78,3082249984.0,0.050029997,0.01808,0.01584,0.05104,327.722,,0.094,3.27,6.73046,"Renault SA engages in the design, manufacture, sale, repair, maintenance, and leasing of motor vehicles in Europe, Eurasia, Africa, the Middle East, the Asia Pacific, and the Americas. The company operates through Automotive, Sales Financing, and Mobility Services segments. The Automotive segment produces, sells, and distributes passenger cars and light commercial vehicles. The Sale Financing segment is involved in the sales financing, rental, maintenance, and service contracts under the Mobilize Financial Services trade name. The Mobility Services segment provides mobility and energy solutions for electric vehicle users under the Mobilize Beyond Automotive brand. It offers used vehicles and spare parts; and engages in the business-to-business powertrain activities, and research and advanced engineering activities. The company also engages in the design and production of parts and equipment used for manufacturing and operation of vehicles. It serves commercial, light commercial and passenger vehicles, tractors, farm machinery and construction equipment under the Renault, Dacia, and Alpine brands. The company was founded in 1898 and is based in Boulogne-Billancourt, France."
REC.MI,Recordati Industria Chimica e Farmaceutica S.p.A.,EUR,Healthcare,Drug Manufacturers - General,10824372224.0,22.205881,14.050246,5.080265,12.549,2.69,540969984.0,0.24851999,0.097720005,0.18378,0.29197,108.586,0.286,0.083,2.38,3.7615,"Recordati Industria Chimica e Farmaceutica S.p.A., together with its subsidiaries, researches, develops, produces, and sells pharmaceuticals in Italy, the United States, Spain, France, Germany, Russia, Ukraine, Turkey, Portugal, North Africa, and internationally. It operates through Specialty and Primary Care; and Rare Diseases segments. The company develops Maapliv for maple syrup urine disease; Isturia for endogenous Cushing's syndrome; Cystadrops treatment of the ocular manifestations of cystinosis; Carbaglu for hyperammonemia due to n-acetyl glutamate synthase deficiency; Qarziba for neuroblastoma patients and patients with relapsed or refractory neuroblastoma; and Fotivda for renal cell carcinoma. It also develops Sylvant for idiopathic multicentric castleman diseases; Caphosol for oral mucositis; ENJAYMO for hemolysis in adults with cold agglutinin disease; Zanidip, Zanipress, Vazkepa, and Logimax for hypertension; Urorec and Avodart for symptoms of benign prostatic hyperplasia; and Livazo for dyslipidemia; Combodart/Duodart; Seloken for angina pectoris, myocardial infarction and cardiac rhythm disorders, as well as hypertension and functional heart disorders. In addition, the company offers Procto-Glyveno for internal and external hemorrhoids; Polydexa, Isofra, and Otofa for ear, nose and throat infections; Isturisa, for Cushing's syndrome; Normosang, human hemin; Juxtapid, homozygous familial hypercholesterolemia;Ledaga, mycosis fungoides, T-cell cutaneous lymphoma;Tergynan, an anti-infective for gynecological infections; CitraFleet and Phosphosoda as bowel cleansers; Lomexin for gynecological and dermatological infections; Hexaspray, treatments for the oral cavity; Magnesio Supremo, a dietary supplement; Reaglia for schizophrenia; Eligard for hormone-dependent prostate cancer; and pasireotide in Phase II trial for patients with post-bariatric hypoglycemia, as well as other products. The company was founded in 1926 and is headquartered in Milan, Italy."
SPM.MI,Saipem SpA,EUR,Energy,Oil & Gas Equipment & Services,8302469632.0,32.915386,14.198021,3.5897648,8.731,3.97,1124999936.0,0.108509995,0.02717,0.017070001,0.02169,128.967,-0.712,0.035,0.13,0.30138,"Saipem SpA provides energy and infrastructure solutions worldwide. It operates through Asset Based Services, Offshore Drilling, and Energy Carriers segments. The company offers development of subsea fields and pipelaying; installation and lifting of offshore structures; engages in engineering, implementation, installation, maintenance, modification, and decommissioning activities, as well as offshore engineering and construction, and wind activities. It is also involved in onshore engineering and construction, sustainable infrastructures, and robotics and industrialized solutions; and design and construction of infrastructure projects, such as railway lines in high speed/high capacity lines. In addition, the company provides procurement, project management, and construction services to oil and gas, civil and marine infrastructure, and environmental markets. The company was founded in 1957 and is headquartered in Milan, Italy."
